Station_ID,City,Charger_Type,Vehicle_Type,Energy_Consumed_kWh,Grid_Load_kW,Station_Status,Date
EV10361,Trivandrum,Fast,Car,75.54,295.92,Active,2025-11-22
EV10362,Hyderabad,Fast,Bike,77.1,119.12,Active,2025-12-07
EV10363,Chennai,Slow,Bus,247.99,70.85,Active,2025-11-11
EV10364,Bengaluru,DC Fast,Car,83.49,489.88,Active,2025-03-22
EV10365,Kochi,Fast,Bus,110.3,288.65,Active,2025-02-16
EV10366,Bengaluru,Slow,Bus,52.04,239.53,Inactive,2025-05-31
EV10367,Bengaluru,Fast,Car,154.01,312.83,Inactive,2025-07-29
EV10368,Chennai,Level 2,Bike,111.75,158.33,Active,2025-01-22
EV10369,Bengaluru,DC Fast,Bike,150.91,36.97,Active,2025-01-11
EV10370,Mumbai,Fast,Bus,202.98,121.61,Active,2025-12-06
EV10371,Trivandrum,Fast,Bike,196.3,475.37,Inactive,2025-10-13
EV10372,Mumbai,Level 2,Car,155.08,366.83,Active,2025-03-03
EV10373,Kochi,Fast,Bus,202.18,80.66,Inactive,2025-08-04
EV10374,Delhi,Level 2,Car,240.21,222.5,Inactive,2025-04-09
EV10375,Bengaluru,Level 2,Bike,122.21,260.07,Active,2025-08-13
EV10376,Chennai,DC Fast,Bike,57.14,219.43,Inactive,2025-11-03
EV10377,Chennai,Slow,Car,142.42,84.72,Active,2025-06-05
EV10378,Mumbai,Level 2,Bike,92.43,463.72,Active,2025-06-25
EV10379,Mumbai,Level 2,Car,220.19,393.44,Inactive,2025-09-30
EV10380,Calicut,Level 2,Bus,184.78,104.87,Inactive,2025-04-29
EV10381,Mumbai,Level 2,Car,120.81,234.8,Inactive,2025-10-31
EV10382,Trivandrum,Fast,Bike,97.85,135.38,Inactive,2025-02-12
EV10383,Chennai,Level 2,Car,210.39,233.38,Active,2025-04-09
EV10384,Delhi,Fast,Car,249.78,410.71,Inactive,2025-05-13
EV10385,Delhi,Level 2,Car,172.81,209.0,Active,2025-04-17
EV10386,Mumbai,Slow,Car,112.02,299.71,Inactive,2025-07-01
EV10387,Kochi,DC Fast,Bus,234.86,486.21,Inactive,2025-10-21
EV10388,Trivandrum,Level 2,Bike,109.87,177.51,Inactive,2025-01-11
EV10389,Mumbai,DC Fast,Bike,148.64,359.32,Inactive,2025-10-16
EV10390,Mumbai,Fast,Car,148.34,370.57,Inactive,2025-01-06
EV10391,Chennai,Level 2,Bus,72.31,325.91,Active,2025-04-11
EV10392,Trivandrum,Fast,Bike,65.53,66.38,Active,2025-08-17
EV10393,Trivandrum,Fast,Car,84.63,123.66,Active,2025-02-03
EV10394,Mumbai,DC Fast,Bike,96.43,449.61,Active,2025-02-04
EV10395,Mumbai,Level 2,Bus,119.36,163.24,Inactive,2025-01-10
EV10396,Bengaluru,Slow,Bike,46.55,255.5,Inactive,2025-10-21
EV10397,Hyderabad,DC Fast,Bus,171.41,204.0,Inactive,2025-03-18
EV10398,Trivandrum,Slow,Car,18.18,296.73,Active,2025-04-08
EV10399,Bengaluru,Slow,Bus,42.04,394.56,Active,2025-01-15
EV10400,Mumbai,Slow,Car,182.98,143.7,Inactive,2025-06-09
EV10401,Calicut,Slow,Bike,197.09,278.18,Inactive,2025-01-27
EV10402,Calicut,Fast,Bus,52.37,251.91,Inactive,2025-09-22
EV10403,Calicut,DC Fast,Bus,181.3,439.68,Inactive,2025-09-05
EV10404,Calicut,Fast,Car,58.72,254.76,Active,2025-02-15
EV10405,Bengaluru,Level 2,Bus,221.53,114.19,Inactive,2025-03-30
EV10406,Trivandrum,Level 2,Bike,29.5,203.41,Active,2025-08-23
EV10407,Delhi,Slow,Bus,223.55,310.59,Inactive,2025-12-12
EV10408,Bengaluru,Fast,Car,53.16,372.38,Active,2025-01-05
EV10409,Delhi,DC Fast,Bus,235.36,35.69,Inactive,2025-08-24
EV10410,Trivandrum,DC Fast,Bus,189.37,325.42,Active,2025-04-26
EV10411,Mumbai,Slow,Car,40.41,195.6,Inactive,2025-05-20
EV10412,Hyderabad,Slow,Bus,200.09,370.62,Active,2025-08-27
EV10413,Kochi,DC Fast,Bus,133.5,373.59,Active,2025-05-15
EV10414,Delhi,DC Fast,Car,158.2,336.86,Active,2025-03-02
EV10415,Bengaluru,Slow,Car,143.53,24.34,Active,2025-04-13
EV10416,Bengaluru,Fast,Car,57.86,367.06,Active,2025-06-02
EV10417,Mumbai,Level 2,Bike,204.45,265.81,Active,2025-02-23
EV10418,Bengaluru,Fast,Car,108.05,358.96,Inactive,2025-07-16
EV10419,Bengaluru,Slow,Bus,220.85,295.28,Active,2025-02-09
EV10420,Chennai,Slow,Bike,117.67,276.99,Inactive,2025-05-01
EV10421,Chennai,Fast,Bus,227.01,200.56,Inactive,2025-09-09
EV10422,Mumbai,Slow,Bus,245.45,67.6,Inactive,2025-03-20
EV10423,Kochi,Level 2,Bus,21.56,123.29,Inactive,2025-07-20
EV10424,Bengaluru,Level 2,Bike,135.34,482.65,Active,2025-09-18
EV10425,Kochi,DC Fast,Car,84.41,311.44,Inactive,2025-08-02
EV10426,Chennai,DC Fast,Car,194.78,107.26,Inactive,2025-10-29
EV10427,Calicut,Fast,Bike,116.49,151.98,Active,2025-12-30
EV10428,Kochi,DC Fast,Bus,230.11,227.19,Active,2025-04-07
EV10429,Hyderabad,Slow,Bike,28.83,115.82,Inactive,2025-10-07
EV10430,Bengaluru,DC Fast,Bike,37.09,178.39,Inactive,2025-04-20
EV10431,Mumbai,Slow,Bike,175.71,434.99,Active,2025-08-21
EV10432,Trivandrum,Fast,Bike,159.75,258.55,Active,2025-04-16
EV10433,Calicut,Fast,Car,233.57,126.83,Inactive,2025-03-23
EV10434,Hyderabad,Slow,Bus,111.55,394.35,Active,2025-05-11
EV10435,Trivandrum,Slow,Bike,162.42,273.15,Inactive,2025-08-20
EV10436,Hyderabad,Slow,Car,137.03,401.97,Active,2025-05-08
EV10437,Mumbai,Slow,Bike,61.06,31.78,Inactive,2025-09-22
EV10438,Trivandrum,Slow,Bus,180.23,96.42,Active,2025-09-02
EV10439,Calicut,Level 2,Car,156.14,422.91,Inactive,2025-04-22
EV10440,Trivandrum,DC Fast,Car,143.04,365.73,Active,2025-12-16
EV10441,Chennai,DC Fast,Car,198.95,136.36,Inactive,2025-09-11
EV10442,Chennai,Fast,Bike,19.58,400.06,Active,2025-09-20
EV10443,Kochi,DC Fast,Car,52.74,37.1,Inactive,2025-11-11
EV10444,Chennai,Fast,Bus,23.53,407.59,Inactive,2025-05-14
EV10445,Delhi,DC Fast,Car,242.17,75.59,Active,2025-06-13
EV10446,Bengaluru,Slow,Bus,183.68,221.45,Active,2025-02-15
EV10447,Mumbai,Fast,Car,205.36,187.95,Inactive,2025-11-19
EV10448,Delhi,Level 2,Bus,237.79,258.09,Active,2025-12-28
EV10449,Hyderabad,Slow,Car,95.49,174.72,Inactive,2025-09-22
EV10450,Delhi,Slow,Car,235.69,107.39,Inactive,2025-07-17
EV10451,Trivandrum,Slow,Car,86.5,396.39,Active,2025-01-23
EV10452,Trivandrum,Fast,Car,124.38,108.14,Active,2025-04-07
EV10453,Mumbai,Fast,Bike,55.19,460.07,Inactive,2025-01-27
EV10454,Mumbai,Slow,Car,214.59,71.07,Active,2025-10-20
EV10455,Chennai,DC Fast,Bike,24.4,355.69,Active,2025-09-12
EV10456,Calicut,Fast,Bus,45.01,297.15,Active,2025-01-31
EV10457,Kochi,Slow,Bus,144.21,284.13,Active,2025-02-21
EV10458,Kochi,Fast,Bus,202.96,218.31,Active,2025-08-29
EV10459,Hyderabad,Slow,Bus,25.42,104.29,Inactive,2025-04-16
EV10460,Hyderabad,Fast,Car,141.72,206.1,Inactive,2025-05-11
EV10461,Chennai,Level 2,Bus,123.55,241.61,Active,2025-04-26
EV10462,Trivandrum,Slow,Bus,160.36,294.04,Inactive,2025-03-01
EV10463,Hyderabad,DC Fast,Bike,144.66,161.63,Active,2025-08-19
EV10464,Mumbai,Slow,Bus,206.48,364.14,Active,2025-06-12
EV10465,Trivandrum,Slow,Car,150.92,192.42,Active,2025-06-01
EV10466,Calicut,Level 2,Bus,240.38,258.69,Active,2025-04-16
EV10467,Chennai,Fast,Bike,17.27,208.38,Inactive,2025-07-02
EV10468,Trivandrum,Slow,Car,192.83,179.89,Active,2025-09-12
EV10469,Bengaluru,Level 2,Car,171.88,492.47,Active,2025-12-08
EV10470,Chennai,DC Fast,Bike,27.3,409.2,Inactive,2025-11-20
EV10471,Kochi,DC Fast,Bus,114.61,53.47,Active,2025-06-21
EV10472,Chennai,Level 2,Car,69.23,245.21,Active,2025-04-28
EV10473,Hyderabad,Level 2,Bike,211.25,421.33,Active,2025-10-17
EV10474,Kochi,DC Fast,Bus,208.44,114.42,Active,2025-12-22
EV10475,Mumbai,Fast,Bus,140.09,161.87,Active,2025-01-17
EV10476,Calicut,DC Fast,Bike,174.07,169.03,Active,2025-11-15
EV10477,Mumbai,Slow,Bus,82.89,235.67,Active,2025-06-16
EV10478,Delhi,Level 2,Bus,16.15,52.28,Active,2025-05-18
EV10479,Calicut,Level 2,Car,42.03,417.1,Inactive,2025-02-21
EV10480,Chennai,Slow,Car,47.14,327.15,Active,2025-02-14
EV10481,Chennai,Level 2,Bike,127.34,480.5,Active,2025-06-28
EV10482,Delhi,Slow,Bus,59.28,47.9,Active,2025-05-25
EV10483,Delhi,DC Fast,Bus,59.26,393.25,Active,2025-01-26
EV10484,Kochi,Fast,Bus,109.07,81.47,Active,2025-12-15
EV10485,Kochi,Slow,Bike,41.36,279.69,Inactive,2025-08-28
EV10486,Calicut,DC Fast,Bus,120.97,76.95,Active,2025-11-28
EV10487,Mumbai,Fast,Bus,189.82,325.33,Inactive,2025-04-23
EV10488,Mumbai,DC Fast,Car,226.54,165.95,Active,2025-02-16
EV10489,Mumbai,Slow,Car,151.77,197.78,Active,2025-02-12
EV10490,Kochi,DC Fast,Bus,185.31,229.16,Inactive,2025-02-28
EV10491,Mumbai,Fast,Bus,75.69,149.15,Active,2025-11-05
EV10492,Bengaluru,Fast,Car,100.21,370.62,Active,2025-11-13
EV10493,Bengaluru,DC Fast,Bus,142.75,338.46,Active,2025-02-17
EV10494,Chennai,Fast,Car,190.52,94.73,Active,2025-07-28
EV10495,Delhi,Slow,Car,145.83,387.22,Active,2025-04-01
EV10496,Bengaluru,Slow,Bus,41.22,328.7,Active,2025-12-20
EV10497,Trivandrum,Fast,Car,57.95,463.59,Inactive,2025-08-13
EV10498,Bengaluru,Fast,Bus,167.09,401.16,Active,2025-12-10
EV10499,Mumbai,DC Fast,Bike,212.0,235.56,Inactive,2025-11-18
EV10500,Trivandrum,DC Fast,Car,43.3,332.06,Active,2025-06-28
EV10501,Hyderabad,Slow,Bus,177.22,77.22,Inactive,2025-03-04
EV10502,Chennai,DC Fast,Bike,131.47,206.82,Inactive,2025-09-26
EV10503,Trivandrum,DC Fast,Bus,18.19,37.56,Active,2025-07-17
EV10504,Bengaluru,Level 2,Car,75.48,435.98,Inactive,2025-08-29
EV10505,Calicut,Slow,Bus,132.16,431.0,Active,2025-01-03
EV10506,Trivandrum,DC Fast,Bike,239.51,408.0,Inactive,2025-06-06
EV10507,Mumbai,Slow,Bike,95.45,79.94,Active,2025-10-03
EV10508,Trivandrum,Slow,Bus,50.02,414.48,Inactive,2025-06-04
EV10509,Mumbai,Slow,Car,206.94,407.36,Active,2025-08-31
EV10510,Bengaluru,Level 2,Bike,12.27,244.16,Inactive,2025-09-24
EV10511,Trivandrum,Fast,Car,91.99,225.23,Inactive,2025-07-01
EV10512,Calicut,DC Fast,Bus,86.11,181.16,Inactive,2025-01-20
EV10513,Bengaluru,Fast,Car,241.25,150.22,Active,2025-10-03
EV10514,Bengaluru,Slow,Car,177.07,233.61,Active,2025-11-18
EV10515,Kochi,Level 2,Car,131.98,325.74,Inactive,2025-05-12
EV10516,Chennai,DC Fast,Bus,200.22,467.01,Inactive,2025-02-25
EV10517,Mumbai,Slow,Bus,48.89,342.94,Active,2025-11-23
EV10518,Calicut,Fast,Bike,128.43,192.93,Active,2025-10-20
EV10519,Delhi,Level 2,Car,245.56,40.08,Active,2025-09-28
EV10520,Hyderabad,Level 2,Bike,219.75,342.71,Active,2025-11-09
EV10521,Kochi,Level 2,Bike,56.35,85.42,Active,2025-10-29
EV10522,Calicut,DC Fast,Bike,55.0,404.92,Active,2025-05-30
EV10523,Mumbai,DC Fast,Bike,76.95,106.89,Inactive,2025-01-21
EV10524,Hyderabad,Level 2,Car,95.27,246.16,Active,2025-04-16
EV10525,Bengaluru,Fast,Bus,129.72,446.57,Inactive,2025-09-10
EV10526,Delhi,Slow,Car,94.99,28.08,Active,2025-06-13
EV10527,Hyderabad,Level 2,Bus,99.74,368.29,Inactive,2025-10-31
EV10528,Chennai,Fast,Car,133.92,88.84,Active,2025-02-24
EV10529,Trivandrum,Level 2,Bike,247.31,184.97,Active,2025-01-11
EV10530,Trivandrum,DC Fast,Bike,97.43,129.14,Active,2025-01-30
EV10531,Delhi,Level 2,Car,248.38,143.4,Inactive,2025-04-17
EV10532,Calicut,Level 2,Bike,195.36,281.2,Inactive,2025-06-05
EV10533,Bengaluru,Level 2,Bike,13.0,63.77,Active,2025-09-02
EV10534,Delhi,Level 2,Bus,50.18,321.06,Active,2025-05-26
EV10535,Kochi,Fast,Car,98.66,223.59,Active,2025-05-12
EV10536,Kochi,Slow,Bus,156.59,335.75,Active,2025-02-19
EV10537,Mumbai,Slow,Car,185.61,29.07,Active,2025-05-04
EV10538,Calicut,Slow,Bus,152.21,257.38,Inactive,2025-07-06
EV10539,Bengaluru,DC Fast,Bus,79.74,175.67,Inactive,2025-04-04
EV10540,Trivandrum,Slow,Bus,72.65,84.62,Inactive,2025-09-21
EV10541,Calicut,Slow,Car,157.79,349.57,Inactive,2025-02-03
EV10542,Trivandrum,Level 2,Bike,155.97,411.99,Inactive,2025-07-11
EV10543,Mumbai,Slow,Bike,16.03,404.88,Active,2025-10-13
EV10544,Chennai,Level 2,Bus,20.84,403.78,Inactive,2025-06-24
EV10545,Delhi,Slow,Bike,213.18,81.18,Active,2025-12-15
EV10546,Delhi,Slow,Car,244.32,163.54,Inactive,2025-04-13
EV10547,Calicut,Slow,Car,208.11,310.59,Inactive,2025-12-15
EV10548,Bengaluru,Slow,Bus,39.09,106.41,Active,2025-08-09
EV10549,Kochi,Slow,Bus,92.84,199.08,Inactive,2025-03-01
EV10550,Kochi,Fast,Bike,140.03,146.48,Active,2025-02-05
EV10551,Kochi,DC Fast,Car,246.72,370.69,Active,2025-05-31
EV10552,Delhi,Level 2,Bike,221.39,474.12,Inactive,2025-03-12
EV10553,Mumbai,DC Fast,Car,218.56,397.68,Inactive,2025-10-04
EV10554,Calicut,DC Fast,Bus,158.89,106.61,Active,2025-04-03
EV10555,Bengaluru,Fast,Bike,157.59,264.52,Active,2025-05-06
EV10556,Calicut,Slow,Bus,134.81,372.71,Inactive,2025-10-25
EV10557,Mumbai,Level 2,Bus,215.3,114.45,Active,2025-04-27
EV10558,Bengaluru,Level 2,Bike,98.86,325.82,Active,2025-08-24
EV10559,Chennai,DC Fast,Car,229.62,487.04,Active,2025-08-05
EV10560,Mumbai,Level 2,Bike,229.55,188.1,Inactive,2025-01-08
EV10561,Kochi,DC Fast,Car,194.08,158.42,Inactive,2025-03-24
EV10562,Calicut,Level 2,Bus,185.77,259.95,Inactive,2025-09-05
EV10563,Kochi,Slow,Car,49.45,166.64,Inactive,2025-02-25
EV10564,Calicut,DC Fast,Car,46.21,418.15,Active,2025-08-25
EV10565,Chennai,Fast,Bike,179.95,260.62,Active,2025-04-05
EV10566,Trivandrum,Slow,Bike,125.08,22.49,Active,2025-01-16
EV10567,Kochi,DC Fast,Car,112.77,491.01,Inactive,2025-08-30
EV10568,Calicut,Slow,Bus,60.62,320.29,Inactive,2025-10-27
EV10569,Bengaluru,Fast,Car,53.5,361.46,Active,2025-10-15
EV10570,Mumbai,Level 2,Bus,100.66,36.3,Inactive,2025-08-30
EV10571,Hyderabad,Slow,Car,68.31,394.97,Inactive,2025-03-28
EV10572,Chennai,Level 2,Car,122.85,189.1,Active,2025-02-24
EV10573,Trivandrum,Level 2,Bike,23.31,268.92,Inactive,2025-04-16
EV10574,Trivandrum,Level 2,Bike,176.6,111.46,Active,2025-10-07
EV10575,Delhi,DC Fast,Bike,79.25,339.47,Inactive,2025-06-09
EV10576,Bengaluru,Fast,Bike,128.24,476.15,Active,2025-12-24
EV10577,Chennai,Slow,Bus,224.9,305.52,Active,2025-10-04
EV10578,Chennai,Slow,Car,113.69,232.33,Active,2025-02-21
EV10579,Trivandrum,Level 2,Bike,156.55,374.32,Inactive,2025-10-07
EV10580,Kochi,Fast,Bike,20.2,153.56,Inactive,2025-11-20
EV10581,Hyderabad,Slow,Car,12.28,440.62,Inactive,2025-07-06
EV10582,Delhi,DC Fast,Bus,23.0,159.4,Inactive,2025-04-23
EV10583,Kochi,DC Fast,Bike,119.61,267.42,Active,2025-07-15
EV10584,Kochi,DC Fast,Car,24.2,353.29,Active,2025-08-24
EV10585,Chennai,Fast,Bike,175.17,60.82,Inactive,2025-07-28
EV10586,Hyderabad,DC Fast,Bike,132.46,263.53,Active,2025-01-28
EV10587,Mumbai,Slow,Bus,152.49,176.79,Inactive,2025-09-28
EV10588,Mumbai,Fast,Bus,139.61,148.42,Active,2025-11-02
EV10589,Calicut,Fast,Car,201.65,34.04,Active,2025-02-03
EV10590,Mumbai,Slow,Bus,245.46,32.95,Inactive,2025-10-01
EV10591,Chennai,Level 2,Bike,195.89,423.47,Inactive,2025-06-25
EV10592,Bengaluru,Slow,Bus,248.62,499.16,Active,2025-01-17
EV10593,Calicut,Level 2,Car,147.61,60.11,Inactive,2025-11-07
EV10594,Chennai,Slow,Bike,45.59,65.63,Inactive,2025-07-22
EV10595,Calicut,DC Fast,Car,110.69,408.75,Active,2025-01-24
EV10596,Chennai,Fast,Car,78.06,231.0,Inactive,2025-12-21
EV10597,Delhi,Slow,Bus,20.36,38.56,Inactive,2025-09-15
EV10598,Mumbai,Fast,Bus,217.78,336.47,Active,2025-06-25
EV10599,Mumbai,Slow,Bike,147.2,145.3,Active,2025-05-07
EV10600,Bengaluru,Fast,Bike,215.77,206.92,Inactive,2025-12-09
EV10601,Calicut,Slow,Bike,20.88,348.45,Inactive,2025-04-07
EV10602,Mumbai,DC Fast,Bike,214.58,477.6,Active,2025-12-01
EV10603,Trivandrum,Fast,Car,206.33,94.64,Inactive,2025-02-21
EV10604,Delhi,Slow,Car,120.96,228.25,Inactive,2025-09-07
EV10605,Delhi,Fast,Bike,156.42,198.52,Active,2025-02-07
EV10606,Bengaluru,DC Fast,Bus,140.19,237.44,Active,2025-06-24
EV10607,Calicut,DC Fast,Bike,229.5,219.92,Active,2025-03-28
EV10608,Mumbai,Level 2,Bike,85.13,84.45,Inactive,2025-11-25
EV10609,Delhi,Level 2,Car,249.06,481.85,Inactive,2025-03-24
EV10610,Kochi,Level 2,Car,99.75,216.54,Inactive,2025-12-19
EV10611,Hyderabad,DC Fast,Bus,18.35,439.39,Inactive,2025-10-22
EV10612,Delhi,Level 2,Car,224.92,129.42,Inactive,2025-07-22
EV10613,Calicut,DC Fast,Bus,17.67,442.42,Inactive,2025-08-06
EV10614,Kochi,DC Fast,Bike,246.88,282.41,Inactive,2025-04-24
EV10615,Calicut,DC Fast,Bike,31.2,275.7,Inactive,2025-06-08
EV10616,Hyderabad,Level 2,Bike,173.29,124.79,Inactive,2025-10-31
EV10617,Mumbai,Fast,Bus,154.11,250.05,Active,2025-08-02
EV10618,Trivandrum,Fast,Bus,151.44,154.77,Inactive,2025-07-24
EV10619,Kochi,DC Fast,Car,122.99,152.94,Inactive,2025-04-23
EV10620,Bengaluru,DC Fast,Bus,37.21,142.65,Active,2025-06-30
EV10621,Mumbai,Slow,Bus,198.82,38.32,Active,2025-04-18
EV10622,Bengaluru,Level 2,Bus,29.77,191.17,Active,2025-06-02
EV10623,Chennai,Level 2,Bike,96.67,28.76,Active,2025-07-27
EV10624,Trivandrum,Level 2,Car,48.26,471.11,Active,2025-12-28
EV10625,Delhi,DC Fast,Bike,73.12,315.8,Inactive,2025-10-30
EV10626,Calicut,DC Fast,Bus,153.75,283.6,Active,2025-05-20
EV10627,Calicut,Level 2,Car,186.42,121.34,Active,2025-01-15
EV10628,Hyderabad,Fast,Bike,201.94,449.19,Active,2025-09-19
EV10629,Trivandrum,Level 2,Car,242.44,478.19,Active,2025-11-29
EV10630,Calicut,DC Fast,Bike,64.7,150.54,Active,2025-04-09
EV10631,Trivandrum,Level 2,Bike,233.64,210.38,Active,2025-08-29
EV10632,Delhi,Fast,Bus,87.42,285.62,Inactive,2025-03-22
EV10633,Calicut,DC Fast,Bus,61.86,380.49,Active,2025-12-26
EV10634,Chennai,Fast,Bike,203.69,91.56,Inactive,2025-08-22
EV10635,Calicut,Level 2,Car,142.06,451.33,Active,2025-07-23
EV10636,Kochi,Level 2,Bike,191.86,121.02,Inactive,2025-04-23
EV10637,Trivandrum,Fast,Bus,172.88,170.15,Inactive,2025-05-12
EV10638,Hyderabad,Fast,Bus,52.99,66.74,Inactive,2025-12-09
EV10639,Bengaluru,Level 2,Car,200.84,111.73,Inactive,2025-01-18
EV10640,Bengaluru,DC Fast,Car,190.72,113.78,Inactive,2025-01-30
EV10641,Mumbai,Fast,Bike,45.64,90.12,Inactive,2025-05-23
EV10642,Delhi,Level 2,Bus,26.36,141.01,Inactive,2025-06-15
EV10643,Trivandrum,Level 2,Bike,27.19,210.11,Inactive,2025-04-12
EV10644,Kochi,Fast,Bus,48.67,65.03,Active,2025-12-05
EV10645,Trivandrum,Slow,Bike,215.22,329.43,Active,2025-09-20
EV10646,Calicut,Level 2,Car,36.48,295.41,Inactive,2025-02-22
EV10647,Calicut,Fast,Bike,124.55,302.06,Active,2025-10-08
EV10648,Trivandrum,Fast,Bus,59.85,320.86,Inactive,2025-10-12
EV10649,Hyderabad,Slow,Bus,117.11,209.84,Active,2025-05-20
EV10650,Delhi,DC Fast,Car,136.23,302.8,Active,2025-02-03
EV10651,Delhi,Level 2,Bus,198.76,88.13,Inactive,2025-02-05
EV10652,Hyderabad,Level 2,Bus,22.89,354.78,Inactive,2025-05-30
EV10653,Chennai,Level 2,Bus,23.2,435.7,Inactive,2025-02-21
EV10654,Delhi,DC Fast,Bike,50.18,413.3,Active,2025-03-20
EV10655,Bengaluru,Level 2,Bike,57.68,114.94,Inactive,2025-03-13
EV10656,Mumbai,Slow,Car,242.09,284.07,Inactive,2025-09-27
EV10657,Hyderabad,Fast,Car,142.06,413.33,Inactive,2025-02-22
EV10658,Delhi,DC Fast,Bike,233.26,327.34,Active,2025-08-15
EV10659,Calicut,Level 2,Car,165.66,150.08,Inactive,2025-04-24
EV10660,Mumbai,Fast,Bike,244.48,371.44,Active,2025-11-22
EV10661,Calicut,Level 2,Bus,71.95,109.71,Active,2025-12-27
EV10662,Chennai,Slow,Bike,179.37,323.37,Active,2025-03-01
EV10663,Chennai,Level 2,Bus,159.57,253.35,Inactive,2025-10-23
EV10664,Calicut,Fast,Car,107.05,112.4,Active,2025-05-22
EV10665,Trivandrum,Fast,Car,222.26,453.91,Inactive,2025-11-01
EV10666,Chennai,DC Fast,Bike,197.68,236.65,Inactive,2025-06-15
EV10667,Chennai,Fast,Car,152.59,236.73,Inactive,2025-05-08
EV10668,Trivandrum,Slow,Bus,122.18,227.77,Active,2025-06-29
EV10669,Hyderabad,Slow,Bus,221.93,356.09,Active,2025-01-30
EV10670,Bengaluru,Slow,Car,81.64,76.08,Inactive,2025-11-11
EV10671,Hyderabad,Fast,Bike,217.87,130.51,Active,2025-09-21
EV10672,Hyderabad,Slow,Bus,179.33,68.22,Inactive,2025-05-03
EV10673,Chennai,Slow,Bus,202.9,311.99,Active,2025-12-16
EV10674,Kochi,Level 2,Bike,136.98,68.67,Active,2025-10-14
EV10675,Delhi,Level 2,Bus,81.76,208.53,Inactive,2025-10-19
EV10676,Delhi,Fast,Bike,45.14,105.79,Inactive,2025-01-29
EV10677,Kochi,Slow,Car,194.8,342.61,Inactive,2025-08-24
EV10678,Hyderabad,Slow,Bus,155.7,64.06,Active,2025-10-29
EV10679,Chennai,Level 2,Bike,229.71,365.29,Inactive,2025-07-27
EV10680,Delhi,Fast,Car,173.98,415.99,Active,2025-04-18
EV10681,Delhi,Level 2,Bike,144.61,499.27,Inactive,2025-06-21
EV10682,Chennai,DC Fast,Car,133.31,417.73,Active,2025-03-19
EV10683,Calicut,Fast,Bus,127.65,471.57,Inactive,2025-03-06
EV10684,Mumbai,Fast,Bike,117.44,108.01,Active,2025-01-03
EV10685,Delhi,Slow,Car,196.77,118.85,Inactive,2025-01-04
EV10686,Bengaluru,Slow,Bike,233.82,368.72,Active,2025-07-09
EV10687,Delhi,DC Fast,Bike,217.55,362.86,Inactive,2025-06-14
EV10688,Trivandrum,DC Fast,Bus,46.53,313.8,Inactive,2025-11-01
EV10689,Bengaluru,Slow,Bike,209.53,159.08,Inactive,2025-03-05
EV10690,Calicut,Slow,Bike,26.82,170.92,Active,2025-05-31
EV10691,Trivandrum,Level 2,Bus,177.74,237.17,Active,2025-01-17
EV10692,Kochi,Level 2,Bus,213.62,166.85,Inactive,2025-07-10
EV10693,Hyderabad,Slow,Bike,26.68,285.1,Active,2025-11-04
EV10694,Mumbai,DC Fast,Bike,160.94,343.51,Inactive,2025-09-23
EV10695,Hyderabad,DC Fast,Bike,42.46,269.85,Active,2025-09-08
EV10696,Kochi,Slow,Car,47.45,247.47,Inactive,2025-06-03
EV10697,Trivandrum,DC Fast,Bike,204.8,149.19,Inactive,2025-10-24
EV10698,Delhi,Slow,Car,58.62,288.4,Inactive,2025-08-27
EV10699,Kochi,Level 2,Bus,158.77,333.4,Inactive,2025-01-23
EV10700,Trivandrum,Level 2,Bike,239.6,257.67,Inactive,2025-05-29
EV10701,Mumbai,Slow,Car,51.33,354.15,Inactive,2025-09-09
EV10702,Kochi,Fast,Bus,203.82,105.33,Active,2025-10-31
EV10703,Bengaluru,Fast,Bus,213.14,71.69,Active,2025-01-19
EV10704,Kochi,Fast,Car,58.13,65.25,Inactive,2025-11-11
EV10705,Hyderabad,Level 2,Bike,78.86,195.53,Inactive,2025-05-28
EV10706,Kochi,DC Fast,Car,35.87,158.63,Inactive,2025-02-16
EV10707,Kochi,Slow,Bike,127.61,248.93,Inactive,2025-12-26
EV10708,Hyderabad,Slow,Car,96.3,34.53,Inactive,2025-11-10
EV10709,Delhi,Level 2,Bike,227.02,318.01,Active,2025-10-12
EV10710,Bengaluru,DC Fast,Car,114.47,459.76,Inactive,2025-08-22
EV10711,Delhi,DC Fast,Car,197.41,64.83,Active,2025-08-26
EV10712,Mumbai,DC Fast,Bus,37.08,380.79,Inactive,2025-05-02
EV10713,Delhi,Slow,Bus,159.74,229.94,Inactive,2025-10-24
EV10714,Kochi,DC Fast,Bus,189.03,488.58,Active,2025-06-15
EV10715,Hyderabad,Fast,Car,177.77,380.98,Inactive,2025-05-13
EV10716,Bengaluru,DC Fast,Bus,164.1,326.58,Active,2025-11-26
EV10717,Calicut,Slow,Car,28.88,113.91,Inactive,2025-11-26
EV10718,Trivandrum,Slow,Bus,74.35,152.61,Active,2025-12-19
EV10719,Kochi,Level 2,Bike,216.9,279.7,Inactive,2025-07-17
EV10720,Trivandrum,Level 2,Car,70.26,123.86,Inactive,2025-12-01
EV10721,Calicut,Slow,Car,15.85,58.98,Active,2025-02-15
EV10722,Trivandrum,Level 2,Bike,55.82,251.99,Inactive,2025-04-27
EV10723,Bengaluru,Level 2,Bike,218.8,25.35,Active,2025-05-17
EV10724,Delhi,Fast,Car,84.71,216.81,Inactive,2025-02-15
